Acquired on 12/16/2025 at 17:12:12
Device Descriptor:  [none]
Number of Scan Averages:  1
Time Domain Window Resolution Bandwidth (pm):  1.704315
Filter Resolution Bandwidth (pm):  0.000000
Convolved Resolution Bandwidth (pm):  1.704315
Channel Width: 25.000 nm

X Axis - Wavelength (nm)	X Axis - Frequency (GHz)	Insertion Loss (dB)	Group Delay (ps)	Chromatic Dispersion (ps/nm)	Polarization Dependent Loss (dB)	Polarization Mode Dispersion (ps)	Linear Phase Deviation (rad)	Quadratic Phase Deviation (rad)	JM Element a Amplitude	JM Element b Amplitude	JM Element c Amplitude	JM Element d Amplitude	JM Element a Phase (rad)	JM Element b Phase (rad)	JM Element c Phase (rad)	JM Element d Phase (rad)	X Axis - Time (ns)	Time Domain Amplitude (dB)	Time Domain Wavelength (nm)	Max Loss (dB)	Min Loss (dB)	Second Order PMD (ps^2)	Phase Ripple Linear (rad)	Phase Ripple Quadratic (rad)
   1.61018235E+003	1.86185409E+005	-5.03047930E+001	4.06931268E+002	4.19630321E+006	1.18622305E+001	8.60322416E+002	2.51220839E+003	-1.28791469E+006	2.67402227E-003	1.54377068E-003	2.29605892E-003	1.95933365E-003	2.59808999E+000	-1.10506781E+000	2.51508363E+000	-1.87763690E-001	5.62247427E+000	-8.98702015E+001	1.60768962E+003	-4.75685167E+001	-5.94307472E+001	2.16495658E+006	2.83395529E+001	2.13746985E+001
   1.61018373E+003	1.86185249E+005	-5.95736783E+001	6.20283219E+003	-4.47847320E+006	1.10943631E+001	1.13104846E+003	2.50977927E+003	-1.28861978E+006	7.40724741E-004	1.04554479E-003	4.77972397E-004	5.79649167E-004	3.60101482E-001	1.13262729E+000	-3.17347125E-001	1.77072609E+000	5.62400294E+000	-8.60262389E+001	1.60763104E+003	-5.68884600E+001	-6.79828231E+001	1.52832985E+006	2.83324464E+001	2.13698002E+001
   1.61018511E+003	1.86185089E+005	-5.75240954E+001	1.71896874E+001	1.74416247E+006	7.07525566E+000	1.41363218E+002	2.51355727E+003	-1.28931885E+006	8.79153966E-004	1.35227413E-003	6.92658352E-004	6.74943279E-004	-2.61795318E+000	-2.19743596E+000	2.61736501E+000	-1.22277728E+000	5.62553162E+000	-8.34423969E+001	1.60757433E+003	-5.52914652E+001	-6.23667209E+001	1.00057057E+006	2.83273392E+001	2.13636089E+001
   1.61018649E+003	1.86184930E+005	-5.27357113E+001	2.42622141E+003	-1.35202837E+006	1.23038641E+001	6.26353076E+002	2.51491787E+003	-1.29002053E+006	6.96541219E-004	1.41295189E-003	1.05740923E-003	2.65574142E-003	4.11138188E-001	3.83287123E-001	4.75299921E-001	2.07269282E+000	5.62706030E+000	-8.32406836E+001	1.60760413E+003	-4.99736820E+001	-6.22775460E+001	9.49536604E+005	2.83201033E+001	2.13587965E+001
   1.61018787E+003	1.86184770E+005	-5.06915342E+001	5.58800869E+002	1.61271403E+006	9.25804595E+000	1.51461232E+003	2.51815237E+003	-1.29072052E+006	1.09238293E-003	3.33881388E-003	1.73031772E-003	1.31186806E-003	3.44635148E-001	8.64186614E-001	-6.21553663E-001	9.74800296E-001	5.62858897E+000	-8.74730885E+001	1.60830748E+003	-4.81680998E+001	-5.74261458E+001	1.51869778E+006	2.83126285E+001	2.13541406E+001
   1.61018925E+003	1.86184610E+005	-4.82189400E+001	2.78628406E+003	8.05278570E+005	1.15637066E+001	1.63503777E+003	2.51915166E+003	-1.29142294E+006	2.53800081E-003	1.38573227E-003	4.03612809E-003	2.34253389E-003	2.88156718E+000	-2.20535692E+000	3.11197322E+000	-5.74167719E-001	5.63011765E+000	-9.06994922E+001	1.60803167E+003	-4.55015185E+001	-5.70652251E+001	2.69024610E+006	2.83049327E+001	2.13496288E+001
   1.61019063E+003	1.86184450E+005	-4.95536602E+001	3.89853802E+003	-8.13622052E+005	1.37903870E+001	1.24372889E+003	2.51903483E+003	-1.29212667E+006	1.51455742E-003	1.82745190E-003	3.72265726E-003	1.63498206E-003	6.18712413E-001	-2.48137246E+000	2.42068610E+000	-7.86112258E-001	5.63164633E+000	-8.53905764E+001	1.60799128E+003	-4.67211176E+001	-6.05115046E+001	1.77635321E+006	2.82973923E+001	2.13450219E+001
   1.61019201E+003	1.86184291E+005	-4.73593537E+001	2.77475808E+003	-3.18537241E+005	2.04314249E+001	3.02846684E+003	2.52004569E+003	-1.29282947E+006	3.84565169E-003	4.62637612E-003	1.48466907E-004	7.22355787E-004	1.31226806E+000	2.49143331E+000	-2.45573526E+000	1.82049974E+000	5.63317500E+000	-8.41505749E+001	1.60830311E+003	-4.43881994E+001	-6.48196243E+001	4.03998842E+006	2.82898599E+001	2.13404135E+001
   1.61019340E+003	1.86184131E+005	-4.88182832E+001	2.33479167E+003	8.42301861E+005	8.55176541E+000	1.20240686E+003	2.52149804E+003	-1.29353201E+006	3.37385789E-003	2.96388061E-003	1.16169829E-003	2.17653993E-003	1.14085084E+000	1.71049986E+000	-7.10334075E-001	1.59512028E+000	5.63470368E+000	-8.61375379E+001	1.60814819E+003	-4.63754318E+001	-5.49271972E+001	1.97381957E+006	2.82826256E+001	2.13356227E+001
   1.61019478E+003	1.86183971E+005	-5.68145340E+001	3.49818833E+003	1.31897544E+005	2.24908707E+001	8.67985406E+002	2.52178295E+003	-1.29423591E+006	1.65857140E-003	7.95544281E-004	7.75800986E-004	4.23101248E-004	1.36500566E+000	-1.19644952E+000	-4.13137209E-001	2.85001062E+000	5.63623236E+000	-8.73507772E+001	1.60828196E+003	-5.38286389E+001	-7.63195096E+001	1.09515604E+006	2.82753761E+001	2.13308460E+001
   1.61019616E+003	1.86183812E+005	-4.84306768E+001	3.68036699E+003	-1.61545053E+006	1.23470079E+001	1.14974177E+002	2.52188506E+003	-1.29494018E+006	4.14548768E-003	2.66644938E-003	1.66833557E-003	1.27551993E-003	3.68986447E-001	8.29058415E-001	1.03768022E-001	2.03052089E+000	5.63776104E+000	-8.65421620E+001	1.60830846E+003	-4.56662614E+001	-5.80132693E+001	7.57392455E+005	2.82676720E+001	2.13263543E+001
   1.61019754E+003	1.86183652E+005	-4.98278129E+001	1.44908118E+003	1.38938670E+006	6.00794020E+000	1.10733140E+003	2.52422619E+003	-1.29564241E+006	1.98282761E-003	1.55874168E-003	1.42126553E-003	3.52528062E-003	8.22896341E-001	1.60612503E+000	-7.96104112E-001	2.08707402E+000	5.63928971E+000	-8.73539793E+001	1.60840479E+003	-4.77891479E+001	-5.37970881E+001	1.46790855E+006	2.82596349E+001	2.13220710E+001
   1.61019892E+003	1.86183492E+005	-5.36579995E+001	3.36812735E+003	2.15793241E+005	1.39975308E+001	3.57726306E+002	2.52464162E+003	-1.29634676E+006	1.23505216E-003	2.47366222E-003	2.59512719E-004	9.50154634E-004	-2.35882539E+000	-1.61213999E+000	2.19794783E+000	-1.09002269E+000	5.64081839E+000	-9.01624495E+001	1.60809068E+003	-5.08173370E+001	-6.48148679E+001	8.00578932E+005	2.82514736E+001	2.13178669E+001
   1.61020030E+003	1.86183332E+005	-4.49392659E+001	3.66618541E+003	1.13669058E+006	4.99438445E+000	1.92262919E+003	2.52475795E+003	-1.29705159E+006	3.63374824E-003	5.18225896E-003	3.83031878E-003	3.06674906E-003	2.76769948E+000	-2.40036938E+000	2.75315599E+000	-2.89052814E-001	5.64234707E+000	-9.24744229E+001	1.60748622E+003	-4.31236263E+001	-4.81180107E+001	1.97487785E+006	2.82449222E+001	2.13126924E+001
   1.61020168E+003	1.86183173E+005	-5.91066435E+001	5.23620850E+003	-3.28968211E+006	1.67557565E+001	2.25339630E+003	2.52329882E+003	-1.29775819E+006	8.31527977E-004	1.03936869E-003	6.40448735E-004	5.24286061E-004	7.42695411E-001	-2.43538080E+000	1.80248754E+000	-1.86969348E+000	5.64387574E+000	-9.29923844E+001	1.60657941E+003	-5.61870556E+001	-7.29428120E+001	2.85207047E+006	2.82395907E+001	2.13067912E+001
   1.61020306E+003	1.86183013E+005	-6.19111791E+001	6.92416371E+002	1.93468699E+006	4.56281347E+000	1.81663793E+003	2.52639924E+003	-1.29846042E+006	4.38879516E-004	4.20311494E-004	8.11501261E-004	5.10075985E-004	5.08199196E-001	3.63150731E-001	-4.01152271E-001	2.69131229E+000	5.64540442E+000	-9.23506002E+001	1.60791055E+003	-6.02033113E+001	-6.47661248E+001	1.19809343E+006	2.82346957E+001	2.13006385E+001
   1.61020444E+003	1.86182853E+005	-5.09157852E+001	3.36465957E+003	-2.13791016E+005	5.95084866E+000	1.59930951E+003	2.52681814E+003	-1.29916553E+006	3.28620926E-003	1.20791889E-003	1.28764469E-003	1.51041778E-003	2.63150915E+000	-2.84912804E+000	2.75673379E+000	5.38998884E-001	5.64693310E+000	-8.95133612E+001	1.60851134E+003	-4.88886255E+001	-5.48394742E+001	1.58398785E+006	2.82293711E+001	2.12947510E+001
   1.61020583E+003	1.86182694E+005	-5.24149675E+001	3.06936499E+003	-1.87217974E+005	1.52126304E+001	2.01354268E+003	2.52753337E+003	-1.29987053E+006	2.78959128E-003	1.51525698E-003	8.54433552E-004	8.13217833E-004	2.94464280E+000	1.09432022E-001	1.40882646E+000	-4.09464334E-001	5.64846178E+000	-9.24116916E+001	1.60807079E+003	-4.95335112E+001	-6.47461416E+001	2.42918154E+006	2.82240137E+001	2.12888926E+001
   1.61020721E+003	1.86182534E+005	-5.28642007E+001	2.81077346E+003	-1.12145159E+006	1.36828556E+001	1.14825934E+003	2.52850809E+003	-1.30057546E+006	2.52121846E-003	1.67404883E-003	1.01003451E-003	4.03703610E-004	-2.85444205E+000	2.49228620E-001	2.67244037E-001	-1.24916401E+000	5.64999045E+000	-9.18944864E+001	1.60756486E+003	-5.00360221E+001	-6.37188778E+001	1.00448440E+006	2.82171857E+001	2.12839053E+001
   1.61020859E+003	1.86182374E+005	-6.03201141E+001	1.26178554E+003	1.51922380E+006	9.63699052E+000	8.66431014E+002	2.53103716E+003	-1.30127903E+006	8.81929272E-004	2.30671484E-004	6.60284944E-004	7.68699676E-004	-2.75050007E+000	3.01815721E+000	8.01038429E-001	-2.49774229E-001	5.65151913E+000	-9.43948562E+001	1.60813248E+003	-5.77580246E+001	-6.73950151E+001	8.20177999E+005	2.82087817E+001	2.12798419E+001
   1.61020997E+003	1.86182215E+005	-5.75866914E+001	3.36019388E+003	-3.62328339E+005	1.58661056E+001	3.92125507E+002	2.53146055E+003	-1.30198490E+006	7.08468753E-004	2.19523079E-004	1.55244878E-003	7.25295180E-004	-6.19626773E-001	2.91708381E-001	8.61305110E-001	3.10996690E+000	5.65304781E+000	-9.50669229E+001	1.60789203E+003	-5.46874644E+001	-7.05535700E+001	7.45704369E+005	2.82008086E+001	2.12755343E+001
   1.61021135E+003	1.86182055E+005	-5.10397148E+001	2.85973166E+003	9.46815995E+005	2.55116904E+001	2.65415330E+003	2.53238614E+003	-1.30269045E+006	1.12103667E-003	9.95117875E-004	2.40727613E-003	2.77488528E-003	1.67574190E+000	-1.90765484E+000	-6.14089379E-001	1.92964897E+000	5.65457648E+000	-9.58145271E+001	1.60753230E+003	-4.80416049E+001	-7.35532953E+001	3.68002785E+006	2.81939109E+001	2.12706154E+001
   1.61021273E+003	1.86181895E+005	-4.87200104E+001	4.16751356E+003	-8.94605557E+005	2.20282472E+001	2.61068118E+003	2.53199941E+003	-1.30339751E+006	1.78167699E-003	1.11477436E-003	3.50129974E-003	3.19046078E-003	8.47897621E-001	-1.56357472E+000	-8.77699070E-001	2.75209959E+000	5.65610516E+000	-9.44337273E+001	1.60761721E+003	-4.57368500E+001	-6.77650972E+001	3.84410687E+006	2.81845072E+001	2.12671324E+001
   1.61021411E+003	1.86181735E+005	-5.67140793E+001	2.93184478E+003	-3.76588792E+005	1.50085993E+001	2.08618771E+003	2.53285263E+003	-1.30410352E+006	1.16504197E-003	5.45865588E-004	1.60211101E-003	2.00082186E-004	4.10515927E-001	2.65988574E+000	-2.42723651E+000	6.34590726E-001	5.65763384E+000	-9.81014685E+001	1.60672802E+003	-5.38387252E+001	-6.88473245E+001	2.41680080E+006	2.81765933E+001	2.12628096E+001
   1.61021549E+003	1.86181576E+005	-5.18383514E+001	2.41168279E+003	-7.55476933E+005	6.15589823E+000	1.58987211E+003	2.53422782E+003	-1.30480920E+006	1.75786375E-003	1.37527191E-003	1.23714070E-003	2.56626571E-003	1.12955846E+000	2.21352037E+000	-1.20934612E+000	1.68818971E+000	5.65916251E+000	-1.02326844E+002	1.60826827E+003	-4.97704270E+001	-5.59263252E+001	2.41401989E+006	2.81689186E+001	2.12583589E+001
   1.61021688E+003	1.86181416E+005	-4.79262711E+001	1.36818104E+003	1.52394635E+006	1.37787869E+001	2.55427991E+003	2.53665013E+003	-1.30551403E+006	1.21464390E-003	6.32428562E-004	3.68887672E-003	4.09358597E-003	6.83240706E-001	-8.34008947E-001	4.55628812E-002	2.79760216E+000	5.66069119E+000	-1.00340204E+002	1.60831168E+003	-4.50941942E+001	-5.88729811E+001	3.28503432E+006	2.81603765E+001	2.12543994E+001
   1.61021826E+003	1.86181256E+005	-5.61669042E+001	3.47313401E+003	-8.01761974E+005	6.93911756E+000	2.37672094E+003	2.53696019E+003	-1.30622115E+006	4.66318248E-004	7.78693852E-004	1.63898736E-003	1.15076936E-003	-1.65243019E+000	-2.05731168E+000	2.01299094E+000	-1.38359174E+000	5.66221987E+000	-9.89362318E+001	1.60790394E+003	-5.39568882E+001	-6.08960057E+001	2.22913725E+006	2.81544767E+001	2.12489813E+001
   1.61021964E+003	1.86181097E+005	-5.02081802E+001	2.36569730E+003	1.23113268E+006	4.81518398E+000	1.89069219E+003	2.53838152E+003	-1.30692736E+006	2.01893247E-003	2.92556981E-003	1.95954966E-003	1.60904574E-003	3.04628643E+000	-2.71090577E+000	3.01378489E+000	-4.59011231E-001	5.66374855E+000	-1.01639736E+002	1.60779970E+003	-4.84363164E+001	-5.32515004E+001	1.55254827E+006	2.81464595E+001	2.12447393E+001
   1.61022102E+003	1.86180937E+005	-5.24523360E+001	4.06620682E+003	-7.28914079E+005	7.06517746E+000	2.84361215E+003	2.53809645E+003	-1.30763547E+006	1.84144205E-003	1.70839866E-003	1.10145782E-003	1.96168209E-003	-1.59077378E+000	-5.91109796E-001	1.61524597E+000	-2.01199685E+000	5.66527722E+000	-1.06284363E+002	1.60866426E+003	-5.02213597E+001	-5.72865371E+001	1.65294216E+006	2.81382684E+001	2.12405994E+001
   1.61022240E+003	1.86180777E+005	-5.50784327E+001	3.05938807E+003	1.28593199E+006	3.45183112E+001	2.60362064E+003	2.53882169E+003	-1.30834275E+006	3.34557144E-004	7.14499873E-004	1.13258475E-003	2.07513220E-003	3.10750486E+000	-2.15267606E+000	2.31228138E+000	-2.92117837E+000	5.66680590E+000	-1.09903572E+002	1.60839026E+003	-5.20696669E+001	-8.65879781E+001	3.03041251E+006	2.81303749E+001	2.12363050E+001
   1.61022378E+003	1.86180617E+005	-4.88489194E+001	4.83559557E+003	1.06495966E+005	7.50156341E+000	2.91067194E+003	2.53776456E+003	-1.30905201E+006	2.57337821E-003	3.24792827E-003	2.96704872E-003	3.08430974E-004	2.92629607E+000	-2.75540529E+000	2.67808210E+000	2.14042573E+000	5.66833458E+000	-1.11779561E+002	1.60828329E+003	-4.65492020E+001	-5.40507654E+001	1.88820538E+006	2.81214129E+001	2.12325939E+001
   1.61022516E+003	1.86180458E+005	-5.49885207E+001	4.98269453E+003	-6.30468152E+005	1.33837150E+001	9.35602098E+002	2.53655981E+003	-1.30976161E+006	7.14340447E-004	1.39664172E-003	1.41237620E-003	1.37317064E-003	-1.99483400E-001	5.15061091E-001	-6.59577622E-002	1.26096480E+000	5.66986325E+000	-1.16382649E+002	1.60778594E+003	-5.21730416E+001	-6.55567565E+001	2.02238808E+006	2.81124616E+001	2.12288829E+001
   1.61022654E+003	1.86180298E+005	-5.24815388E+001	4.11185058E+003	1.40255473E+006	1.54064490E+001	2.83465638E+003	2.53622894E+003	-1.31047053E+006	6.20458588E-004	7.22635499E-005	1.14840676E-003	3.09607943E-003	-2.08146771E+000	1.50734471E+000	8.20510684E-001	-1.09153087E+000	5.67139193E+000	-1.20395010E+002	1.60662661E+003	-4.95945379E+001	-6.50009870E+001	4.12389518E+006	2.81030778E+001	2.12254075E+001
   1.61022793E+003	1.86180138E+005	-4.69062612E+001	6.04915448E+003	-1.96133046E+006	3.30809067E+000	1.50618827E+003	2.53395404E+003	-1.31118158E+006	3.45039926E-003	2.17130811E-003	2.72354428E-003	4.09125926E-003	-2.68638348E+000	-1.92100969E+000	2.42735421E+000	-6.59802149E-001	5.67292061E+000	-1.22833680E+002	1.60747258E+003	-4.55598615E+001	-4.88679522E+001	1.59783921E+006	2.80938847E+001	2.12218371E+001
   1.61022931E+003	1.86179979E+005	-4.94886761E+001	3.34002693E+003	3.18905567E+005	6.71383863E+000	2.72427335E+003	2.53439766E+003	-1.31189010E+006	1.59268714E-003	3.14577455E-003	2.77101252E-003	1.54528213E-003	-1.82001269E+000	-2.82825340E-002	3.13568619E-001	-2.81216144E+000	5.67444929E+000	-1.19380841E+002	1.60762263E+003	-4.73173996E+001	-5.40312382E+001	2.74660162E+006	2.80855863E+001	2.12178049E+001
   1.61023069E+003	1.86179819E+005	-5.53367455E+001	3.78052248E+003	-1.21251662E+006	9.98261683E+000	3.09085502E+003	2.53439926E+003	-1.31259926E+006	1.42166327E-003	5.75379058E-004	1.03942037E-003	1.55566922E-003	2.91948161E+000	-1.69069888E+000	-8.77562468E-001	3.69324564E-001	5.67597796E+000	-1.19979052E+002	1.60796492E+003	-5.27419556E+001	-6.27245724E+001	3.22380622E+006	2.80757967E+001	2.12145546E+001
   1.61023207E+003	1.86179659E+005	-5.06835486E+001	2.10570352E+003	1.17124342E+006	4.41153023E+001	1.20948137E+003	2.53608149E+003	-1.31330692E+006	3.65971405E-003	3.96661759E-004	1.87244204E-003	1.74584406E-004	-3.11798935E+000	-3.04492504E+000	2.84007727E+000	2.87926393E+000	5.67750664E+000	-1.24704434E+002	1.60789416E+003	-4.76734170E+001	-9.17887193E+001	2.90484762E+006	2.80665796E+001	2.12110147E+001
   1.61023345E+003	1.86179499E+005	-4.90853157E+001	3.72351562E+003	-2.81031720E+005	9.08672920E+000	3.92946635E+002	2.53614030E+003	-1.31401641E+006	2.49568435E-003	3.66291072E-003	2.08720974E-003	8.28801544E-004	-9.20571548E-001	7.71950943E-001	-5.02074643E-001	2.66219374E+000	5.67903532E+000	-1.29071918E+002	1.60883410E+003	-4.65803730E+001	-5.56671022E+001	8.95176608E+005	2.80572817E+001	2.12075227E+001
   1.61023483E+003	1.86179340E+005	-5.44272508E+001	3.33533218E+003	-6.98150245E+005	2.41137783E+001	2.95833231E+003	2.53658864E+003	-1.31472569E+006	1.49286883E-003	1.95273784E-003	6.57398017E-004	8.61466729E-004	-1.93312257E+000	-9.19914598E-001	-4.80921949E-001	1.82111885E-001	5.68056399E+000	-1.32380925E+002	1.60834655E+003	-5.14337607E+001	-7.55475390E+001	4.86663878E+006	2.80461248E+001	2.12049803E+001
   1.61023621E+003	1.86179180E+005	-5.39270326E+001	2.37098970E+003	5.06921070E+005	1.32716210E+001	1.95301716E+003	2.53800466E+003	-1.31543420E+006	2.47991005E-003	4.47930164E-004	1.20228615E-003	5.48599260E-004	-3.12430174E+000	-1.72482898E+000	2.52840027E+000	-3.06241148E-001	5.68209267E+000	-1.30969673E+002	1.60799074E+003	-5.11165319E+001	-6.43881529E+001	1.60244238E+006	2.80332053E+001	2.12033278E+001
   1.61023760E+003	1.86179020E+005	-5.37139131E+001	3.07119193E+003	2.84696753E+005	1.67718466E+001	1.57765983E+003	2.53871805E+003	-1.31614360E+006	1.00248411E-003	2.62681742E-003	4.00673205E-004	6.62283164E-004	-1.51158777E+000	1.52761088E+000	-9.46980732E-001	-2.68438189E+000	5.68362135E+000	-1.34116865E+002	1.60810554E+003	-5.07939933E+001	-6.75658399E+001	1.84635105E+006	2.80204148E+001	2.12016104E+001
   1.61023898E+003	1.86178861E+005	-5.45756986E+001	3.46443983E+003	1.50249080E+006	7.17233422E+000	2.10166031E+003	2.53903683E+003	-1.31685359E+006	1.54764814E-003	8.01436045E-005	1.35057067E-003	1.65770050E-003	-1.84987502E+000	1.71483174E+000	-1.36500006E-001	-1.33391880E+000	5.68515002E+000	-1.37766321E+002	1.60821087E+003	-5.23273005E+001	-5.94996347E+001	3.31066520E+006	2.80081511E+001	2.11996317E+001
   1.61024036E+003	1.86178701E+005	-5.41995072E+001	5.53981425E+003	-1.80894732E+005	1.22155999E+001	2.87419996E+003	2.53727304E+003	-1.31756585E+006	1.60605534E-003	4.75831779E-004	2.01415533E-003	8.61393874E-004	-1.54076348E-001	8.16932003E-001	8.30234820E-002	2.72209206E+000	5.68667870E+000	-1.40000000E+002	1.60812577E+003	-5.14424294E+001	-6.36580293E+001	5.05951901E+006	2.79959539E+001	2.11976214E+001
   1.61024174E+003	1.86178541E+005	-5.86987509E+001	5.28994587E+003	-1.99907932E+006	4.83238606E+000	1.28638179E+003	2.53575998E+003	-1.31827805E+006	9.32082378E-004	1.03601457E-003	7.61778113E-004	4.19871633E-004	1.93646380E+000	2.79532683E+000	-2.91137092E+000	1.44079592E+000	5.68820738E+000	-1.40000000E+002	1.60634990E+003	-5.69226256E+001	-6.17550116E+001	2.12723546E+006	2.79853794E+001	2.11948213E+001
   1.61024312E+003	1.86178382E+005	-5.69605925E+001	2.52862957E+003	-1.36285631E+006	2.53018497E+000	1.92518064E+003	2.53701782E+003	-1.31898767E+006	1.24122129E-003	8.90863525E-004	8.81421010E-004	9.56936785E-004	-1.69929809E+000	-1.47973585E+000	1.73482621E+000	-1.60989339E+000	5.68973606E+000	-1.40000000E+002	1.60753062E+003	-5.58772112E+001	-5.84073962E+001	1.55573251E+006	2.79750722E+001	2.11918969E+001
   1.61024450E+003	1.86178222E+005	-5.59581654E+001	6.46121075E+002	1.17786743E+006	9.03129945E+000	1.71709509E+003	2.54016470E+003	-1.31969559E+006	1.43431284E-003	1.36668052E-003	4.64920809E-004	9.64976280E-004	-2.82569026E+000	-7.56238075E-001	1.79418565E+000	-7.22440613E-001	5.69126473E+000	-1.40000000E+002	1.60762291E+003	-5.34593463E+001	-6.24906457E+001	2.33974946E+006	2.79647712E+001	2.11889755E+001
   1.61024588E+003	1.86178062E+005	-5.03345326E+001	2.27310789E+003	-2.35841117E+005	2.55572222E+001	3.22481389E+002	2.54167894E+003	-1.32040534E+006	2.93540750E-003	3.11745172E-003	1.10330968E-004	4.12268326E-004	1.18615896E+000	1.23445133E+000	2.84225295E+000	2.18617466E+000	5.69279341E+000	-1.40000000E+002	1.60737275E+003	-4.73362957E+001	-7.28935179E+001	1.45198351E+006	2.79539882E+001	2.11862895E+001
   1.61024726E+003	1.86177902E+005	-5.17752767E+001	1.94734029E+003	3.70167175E+005	4.04654797E+000	3.04476375E+003	2.54352009E+003	-1.32111496E+006	2.08127030E-003	1.17583148E-003	2.22030098E-003	1.62643921E-003	2.98469536E+000	2.49493283E+000	-2.56779344E+000	2.13070282E-001	5.69432209E+000	-1.40000000E+002	1.60866129E+003	-5.02071777E+001	-5.42537257E+001	3.34746589E+006	2.79429228E+001	2.11837421E+001
   1.61024865E+003	1.86177743E+005	-4.95386114E+001	2.45865351E+003	-3.05162806E+005	1.59312659E+001	1.72082518E+003	2.54484814E+003	-1.32182527E+006	3.58989756E-003	2.72574285E-003	1.01760356E-003	9.42968438E-004	2.84102746E+000	-1.86901007E+000	2.99683817E+000	-5.32942973E-001	5.69585076E+000	-1.40000000E+002	1.60821515E+003	-4.66377510E+001	-6.25690169E+001	1.82245905E+006	2.79316082E+001	2.11813161E+001
   1.61025003E+003	1.86177583E+005	-4.93598859E+001	2.03713033E+003	1.78469816E+006	9.94600848E+000	4.29021639E+002	2.54659919E+003	-1.32253536E+006	1.79249022E-003	4.06284863E-003	9.57813601E-004	1.59342048E-003	2.63692286E+000	-2.94630406E+000	3.05165092E+000	3.60909356E-001	5.69737944E+000	-1.40000000E+002	1.60621666E+003	-4.67684490E+001	-5.67144575E+001	1.36367563E+006	2.79222988E+001	2.11779639E+001
   1.61025141E+003	1.86177423E+005	-5.63107089E+001	4.50234860E+003	-9.34028405E+005	6.14091501E+000	2.71606223E+003	2.54587646E+003	-1.32324811E+006	9.87422441E-004	6.86335193E-004	1.62751238E-003	7.62925510E-004	-1.65895129E+000	-1.19166500E+000	1.29624273E+000	-1.63804899E+000	5.69890812E+000	-1.40000000E+002	1.60780589E+003	-5.42457113E+001	-6.03866263E+001	4.85092427E+006	2.79149999E+001	2.11736953E+001
   1.61025279E+003	1.86177264E+005	-5.01832867E+001	3.21216526E+003	-1.59809775E+006	2.24442120E+000	2.46130205E+003	2.54644839E+003	-1.32395975E+006	1.80449924E-003	2.12581983E-003	2.83115118E-003	1.83922596E-003	6.47988824E-001	4.57156792E-001	-3.71647798E-001	2.33810333E+000	5.70043680E+000	-1.40000000E+002	1.60864967E+003	-4.92044796E+001	-5.14489008E+001	1.31435332E+006	2.79062701E+001	2.11700938E+001
   1.61025417E+003	1.86177104E+005	-6.12631517E+001	1.00469210E+003	3.05798009E+006	1.15717311E+001	2.57813719E+003	2.54923545E+003	-1.32466938E+006	1.03816269E-004	3.77706332E-004	7.86290400E-004	8.50623892E-004	1.13182461E+000	-1.03102660E+000	1.18608800E+000	1.46362744E+000	5.70196547E+000	-1.40000000E+002	1.60826963E+003	-5.85452074E+001	-7.01169385E+001	5.00147162E+006	2.78977591E+001	2.11664042E+001
   1.61025555E+003	1.86176944E+005	-5.46066278E+001	5.22872692E+003	-1.41868094E+006	1.16318061E+001	2.81987767E+003	2.54778382E+003	-1.32538343E+006	7.60063601E-004	6.21999911E-004	1.92130673E-003	1.50604179E-003	-2.82681355E+000	-1.64923177E+000	2.38777037E+000	-1.09414494E+000	5.70349415E+000	-1.40000000E+002	1.60781151E+003	-5.18847976E+001	-6.35166038E+001	1.56065569E+006	2.78880721E+001	2.11632539E+001
   1.61025693E+003	1.86176784E+005	-5.73512245E+001	3.26907781E+003	-6.40081384E+004	1.67939638E+001	1.03310420E+003	2.54829864E+003	-1.32609571E+006	1.76824287E-003	3.25072005E-005	6.87450361E-004	2.83158202E-004	5.63523514E-001	-6.21135183E-001	2.50290853E-001	2.59424472E+000	5.70502283E+000	-1.40000000E+002	1.60784077E+003	-5.44308502E+001	-7.12248140E+001	2.47728695E+006	2.78756122E+001	2.11613458E+001
   1.61025831E+003	1.86176625E+005	-5.13623857E+001	3.18066209E+003	1.20403570E+006	1.83975885E+001	9.01072636E+002	2.54890219E+003	-1.32680809E+006	2.06959261E-003	3.28537205E-004	3.03864913E-003	9.95094177E-004	6.10681030E-001	-2.35837655E+000	7.17252402E-001	3.03561721E+000	5.70655150E+000	-1.40000000E+002	1.60790152E+003	-4.84144454E+001	-6.68120339E+001	4.40784665E+005	2.78616780E+001	2.11600907E+001
   1.61025970E+003	1.86176465E+005	-5.27855484E+001	4.84382364E+003	-1.64070238E+006	5.87255582E+000	8.18982236E+002	2.54783680E+003	-1.32752233E+006	1.18803221E-003	8.84612191E-004	1.80634533E-003	2.25261888E-003	2.92992160E-001	-8.10100395E-002	2.02337540E-001	2.77627195E+000	5.70808018E+000	-1.40000000E+002	1.60787454E+003	-5.07743638E+001	-5.66469196E+001	1.26195784E+006	2.78497854E+001	2.11579435E+001
